Localización,Fecha,Salario,Formación,ID
Guipuzcoa - Pais Vasco - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839834340
Cantabria - España,02/04/2025,21.000 - 23.999 Primera etapa de educación secundaria…,,1839861675
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839059219
Murcia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1837639501
Cantabria - España,02/04/2025,21.000 - 23.999 Primera etapa de educación secundaria…,,1839861681
Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839796018
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1838986317
Cadiz - Andalucia - España,02/04/2025,1.325,Enseñanzas universitarias de grado,1839861217
Cordoba - Andalucia - España,02/04/2025,1.200,Otros tipos de formación,1839861219
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1838986193
Asturias - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1838986213
Granada - Andalucia - España,02/04/2025,3.600,Enseñanzas universitarias de primer…,1839861178
Cordoba - Andalucia - España,02/04/2025,1.500,Otros tipos de formación,1839861204
Almeria - Andalucia - España,02/04/2025,1.300,Otros tipos de formación,1839861207
Sevilla - Andalucia - España,02/04/2025,2.599,Enseñanzas universitarias de primer…,1839861210
Sevilla - Andalucia - España,02/04/2025,1.750,Enseñanzas de grado superior de…,1839861209
Almeria - Andalucia - España,02/04/2025,4.000,Enseñanzas universitarias oficiales de…,1839861173
Sevilla - Andalucia - España,02/04/2025,1.077,Enseñanzas universitarias de grado,1839861189
Malaga - Andalucia - España,02/04/2025,1.560,Otros tipos de formación,1839861226
Murcia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839540302
Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795482
Avila - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795481
Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795496
Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795495
Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas de grado superior de…,1839795494
Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795493
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795492
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias de primer…,1839795498
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795499
Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795500
Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795501
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795503
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Primera etapa de educación secundaria…,1839795504
Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795479
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Primera etapa de educación secundaria…,1839795480
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795477
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795475
Sin Especificar,02/04/2025,Sin especificar,Sin especificar Enseñanzas de bachillerato,1839795474
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795497
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795478
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795601
Avila - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Primera etapa de educación secundaria…,1839795689
Zaragoza - Aragon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839287655
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795691
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795692
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795693
Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795694
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795695
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795664
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795649
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795650
Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias de 1 er y 2º…,1839795647
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas de grado medio de formación…,1839795653
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795654
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795651
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795652
Avila - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795655
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795663
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795665
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795667
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795640
Avila - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas para la formación e…,1839795639
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795638
Avila - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795645
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias de 1 er y 2º…,1839795644
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839804595
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795661
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795662
Sin Especificar,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839804582
Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795637
Sin Especificar,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795636
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795634
Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795604
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795603
Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Primera etapa de educación secundaria…,1839795598
Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795597
Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias de 1 er y 2º…,1839795600
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795599
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795606
Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795605
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795582
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795580
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795581
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795595
Avila - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795596
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795594
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795579
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795577
Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795576
Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795575
Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795574
Huesca - Aragon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839287524
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795607
Sevilla - Andalucia - España,02/04/2025,10.000 - 13.999 Primera etapa de educación secundaria…,,1839833274
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795698
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795699
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795696
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795697
Murcia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1838538996
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795713
Leon - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795712
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795711
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795708
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795709
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas de grado medio de formación…,1839795707
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795704
Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795705
Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795703
Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Primera etapa de educación secundaria…,1839795700
Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas universitarias oficiales de…,1839795729
Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1839795728
Soria - Castilla Leon - España,02/04/2025,Sin especificar,Sin especificar Enseñanzas de grado medio de formación…,1839795726
Murcia - España,02/04/2025,Sin especificar,Sin especificar Otros tipos de formación,1838289880
Alicante - Comunidad Valenciana - España,02/04/2025,14.000 - 17.999,Sin estudios,1839793595
